Numero,numero_parcela,Tipo_C,Codigo_C,Data_Em,Data_Protesto,Protesto,Data_Ven,Data_Ent,Data_Pag,NumeroBanco,Valor_T,Valor_Base,Valor_Atual,Obs,Instituicao,Situacao,Portador,BoletoTipoCarteira,Instituicao,Situacao,Portador,BoletoTipoCarteira,InstrucaoBoleto
3909,1,2,2382,2025-02-25 00:00:00.000,1753-01-01 00:00:00.000,0,2025-04-10 00:00:00.000,2025-02-25 00:00:00.000,2025-04-10 00:00:00.000,,"136,24","136,24",0,*RECEBIDO NFE - FINANCEIRO 26/02/2025,237,3,2,0,237,3,2,0,
4605,1,2,5369,2025-02-25 00:00:00.000,1753-01-01 00:00:00.000,0,2025-06-25 00:00:00.000,2025-02-26 00:00:00.000,2025-06-25 00:00:00.000,,"6848,4","6848,4",0,*RECEBIDO NFE - FINANCEIRO 26/02/2025,237,3,2,0,237,3,2,0,
4636,1,2,3018,2025-02-25 00:00:00.000,1753-01-01 00:00:00.000,,2025-03-25 00:00:00.000,2025-02-27 00:00:00.000,2025-03-25 00:00:00.000,,400,400,0,,237,3,0,0,237,3,0,0,
17941,1,2,1885,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-03-20 00:00:00.000,2025-02-25 00:00:00.000,2025-03-20 00:00:00.000,,"247,6","247,6",0,,237,3,0,9,237,3,0,9,BRADESCO
9178,1,2,1282,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-04-10 00:00:00.000,2025-02-25 00:00:00.000,2025-04-10 00:00:00.000,,"875,53","875,53",0,*recebido nfe - financeiro 25/02/2025,237,3,2,0,237,3,2,0,
1194,1,2,4502,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-03-01 00:00:00.000,2025-02-25 00:00:00.000,2025-03-05 00:00:00.000,,"3141,47","3141,47",0,,237,3,0,0,237,3,0,0,
54306,1,1,3548,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1836,12","1836,12",0,,237,3,2,0,237,3,2,0,
54307,1,1,2627,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1317,39","1317,39",0,,237,3,2,0,237,3,2,0,
54308,1,1,2594,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"2379,92","2379,92",0,,237,3,2,0,237,3,2,0,
54309,1,1,5137,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1179,24","1179,24",0,,237,3,2,0,237,3,2,0,
54310,1,1,2430,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1553,54","1553,54",0,,237,3,2,0,237,3,2,0,
54311,1,1,4800,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1217,35","1217,35",0,,237,3,2,0,237,3,2,0,
54312,1,1,3744,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1720,27","1720,27",0,,237,3,2,0,237,3,2,0,
54313,1,1,2413,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1529,48","1529,48",0,,237,3,2,0,237,3,2,0,
54314,1,1,5674,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1539,14","1539,14",0,,237,3,2,0,237,3,2,0,
54315,1,1,3360,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1494,6","1494,6",0,,237,3,2,0,237,3,2,0,
54316,1,1,2424,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1608,72","1608,72",0,,237,3,2,0,237,3,2,0,
54317,1,1,5464,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1557,02","1557,02",0,,237,3,2,0,237,3,2,0,
54318,1,1,2407,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1394,88","1394,88",0,,237,3,2,0,237,3,2,0,
54319,1,1,2405,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1808,81","1808,81",0,,237,3,2,0,237,3,2,0,
54320,1,1,3546,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1371,61","1371,61",0,,237,3,2,0,237,3,2,0,
54321,1,1,3869,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1811,91","1811,91",0,,237,3,2,0,237,3,2,0,
54322,1,1,2431,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1217,35","1217,35",0,,237,3,2,0,237,3,2,0,
54323,1,1,2404,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1187,11","1187,11",0,,237,3,2,0,237,3,2,0,
54324,1,1,3942,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1087,06","1087,06",0,,237,3,2,0,237,3,2,0,
54325,1,1,2414,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-10 00:00:00.000,2025-02-24 00:00:00.000,2025-07-10 00:00:00.000,,"1181,24","1181,24",0,,237,3,2,0,237,3,2,0,
27506032025,1,2,275,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-03-06 00:00:00.000,2025-02-24 00:00:00.000,2025-03-11 00:00:00.000,,8400,8400,0,*PGTO EM CHEQUE Nº 3030 E 3031,237,3,237,0,237,3,237,0,
11798501,1,3,2190,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-10 00:00:00.000,2025-02-25 00:00:00.000,2025-04-10 00:00:00.000,,"270,53","270,53",0,,237,3,237,9,237,3,237,9,BRADESCO
1002013225,1,3,3512,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-10 00:00:00.000,2025-02-25 00:00:00.000,2025-04-10 00:00:00.000,,"696,26","696,26",0,,237,3,237,9,237,3,237,9,BRADESCO
140516,1,2,92,2025-02-24 00:00:00.000,1753-01-01 00:00:00.000,0,2025-05-25 00:00:00.000,2025-02-24 00:00:00.000,2025-05-27 00:00:00.000,,"5152,33","5152,33",0,*recebido nfe - financeiro 24/02/2025,237,3,2,0,237,3,2,0,
1001795425,1,3,5394,2025-02-23 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-09 00:00:00.000,2025-02-24 00:00:00.000,2025-04-09 00:00:00.000,,"821,08","821,08",0,,237,3,237,9,237,3,237,9,BRADESCO
1071306,1,3,3974,2025-02-22 00:00:00.000,1753-01-01 00:00:00.000,0,2025-03-13 00:00:00.000,2025-02-25 00:00:00.000,2025-03-13 00:00:00.000,,"1562,16","1562,16",0,SESIMAX CARTÃO,237,3,237,0,237,3,237,0,
631809,1,3,4814,2025-02-22 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-08 00:00:00.000,2025-02-24 00:00:00.000,2025-04-08 00:00:00.000,,"889,33","889,33",0,,237,3,237,9,237,3,237,9,BRADESCO
140498,1,2,92,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,0,2025-05-22 00:00:00.000,2025-02-21 00:00:00.000,2025-05-22 00:00:00.000,,"2691,81","2691,81",0,*recebido nfe - financeiro 21/02/2025,237,3,2,0,237,3,2,0,
21324,1,2,1822,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,,2025-03-10 00:00:00.000,2025-02-21 00:00:00.000,2025-03-10 00:00:00.000,,"107,99","107,99",0,,237,3,0,9,237,3,0,9,BRADESCO
54295,1,1,295,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,0,2025-07-03 00:00:00.000,2025-02-21 00:00:00.000,2025-06-27 00:00:00.000,,"6532,67","6532,67",0,"**  *desconto de 11,30% acordo comercial na nf 54562 - 630,37",237,3,2,0,237,3,2,0,
54296,1,1,5684,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,,2025-03-21 00:00:00.000,2025-02-21 00:00:00.000,2025-03-21 00:00:00.000,,"526,24","526,24",0,"Desconto aplicado na NF no valor de R$        225,64",237,3,2,0,237,3,2,0,
54297,1,1,4191,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-21 00:00:00.000,2025-02-21 00:00:00.000,2025-04-22 00:00:00.000,,"2643,83","2643,83",0,,237,3,2,0,237,3,2,0,
54298,1,1,355,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-21 00:00:00.000,2025-02-21 00:00:00.000,2025-04-22 00:00:00.000,,"5471,56","5471,56",0,,237,3,2,0,237,3,2,0,
54299,1,1,2099,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-21 00:00:00.000,2025-02-21 00:00:00.000,2025-04-22 00:00:00.000,,"3222,02","3222,02",0,,237,3,2,0,237,3,2,0,
54300,1,1,3902,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-21 00:00:00.000,2025-02-21 00:00:00.000,2025-04-22 00:00:00.000,,"6697,67","6697,67",0,,237,3,2,0,237,3,2,0,BRADESCO
54301,1,1,4957,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-21 00:00:00.000,2025-02-21 00:00:00.000,2025-04-22 00:00:00.000,,"2346,09","2346,09",0,,237,3,2,0,237,3,2,0,
54302,1,1,5538,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-21 00:00:00.000,2025-02-21 00:00:00.000,2025-04-22 00:00:00.000,,"4520,79","4520,79",0,,237,3,2,0,237,3,2,0,
54304,1,1,4621,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,,2025-02-21 00:00:00.000,2025-02-21 00:00:00.000,2025-02-20 00:00:00.000,,"699,36","699,36",0,,237,3,2,0,237,3,2,0,
54305,1,1,2216,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,,2025-03-21 00:00:00.000,2025-02-21 00:00:00.000,2025-03-21 00:00:00.000,09/00000016483-9,"919,51","2342,33",0,"Desconto aplicado na NF no valor de R$        334,78  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:11  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 21/03/2025. Executado:24/03/2025 - 15:04:18  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 24/03/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 21/03/2025. Executado:24/03/2025 - 15:04:24  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 24/03/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54305,2,1,2216,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,,2025-03-28 00:00:00.000,2025-02-21 00:00:00.000,2025-03-28 00:00:00.000,09/00000016484-7,"711,41","2342,33",0,"Desconto aplicado na NF no valor de R$        334,78  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:12  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 28/03/2025. Executado:31/03/2025 - 15:13:47  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 31/03/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 28/03/2025. Executado:31/03/2025 - 15:13:53  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 31/03/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54305,3,1,2216,2025-02-21 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-04 00:00:00.000,2025-02-21 00:00:00.000,2025-04-04 00:00:00.000,09/00000016485-5,"711,41","2342,33",0,"Desconto aplicado na NF no valor de R$        334,78  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:12  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 04/04/2025. Executado:07/04/2025 - 09:46:59  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 07/04/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 04/04/2025. Executado:07/04/2025 - 09:47:08  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 07/04/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54287,1,1,4933,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-03-20 00:00:00.000,2025-02-20 00:00:00.000,2025-03-20 00:00:00.000,09/00000016470-7,"1249,49","2295,08",0,"Desconto aplicado na NF no valor de R$        448,11  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:05  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 20/03/2025. Executado:21/03/2025 - 14:53:49  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 21/03/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 20/03/2025. Executado:21/03/2025 - 14:54:00  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 21/03/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54287,2,1,4933,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-03 00:00:00.000,2025-02-20 00:00:00.000,2025-04-04 00:00:00.000,09/00000016471-5,"1045,59","2295,08",0,"Desconto aplicado na NF no valor de R$        448,11  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:05  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 04/04/2025. Executado:07/04/2025 - 09:46:59  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 07/04/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 04/04/2025. Executado:07/04/2025 - 09:47:07  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 07/04/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54288,1,1,1514,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-03-20 00:00:00.000,2025-02-20 00:00:00.000,2025-03-20 00:00:00.000,09/00000016472-3,"1409,6","4451,93",0,"Desconto aplicado na NF no valor de R$        394,38  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:06  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 20/03/2025. Executado:21/03/2025 - 14:53:49  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 21/03/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 20/03/2025. Executado:21/03/2025 - 14:54:00  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 21/03/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54288,2,1,1514,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-03 00:00:00.000,2025-02-20 00:00:00.000,2025-04-03 00:00:00.000,09/00000016473-1,"1014,11","4451,93",0,"Desconto aplicado na NF no valor de R$        394,38  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:06  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 03/04/2025. Executado:04/04/2025 - 15:14:39  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 04/04/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 03/04/2025. Executado:04/04/2025 - 15:14:50  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 04/04/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54288,3,1,1514,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-17 00:00:00.000,2025-02-20 00:00:00.000,2025-04-17 00:00:00.000,09/00000016474-P,"1014,11","4451,93",0,"Desconto aplicado na NF no valor de R$        394,38  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:06  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 17/04/2025. Executado:22/04/2025 - 15:07:09  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 22/04/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 17/04/2025. Executado:22/04/2025 - 15:07:22  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 22/04/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54288,4,1,1514,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-05-02 00:00:00.000,2025-02-20 00:00:00.000,2025-05-02 00:00:00.000,09/00000016475-8,"1014,11","4451,93",0,"Desconto aplicado na NF no valor de R$        394,38  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:07  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 02/05/2025. Executado:05/05/2025 - 15:23:32  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 05/05/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 02/05/2025. Executado:05/05/2025 - 15:24:15  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 05/05/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54289,1,1,1085,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-03-20 00:00:00.000,2025-02-20 00:00:00.000,2025-03-20 00:00:00.000,09/00000016476-6,"1889,97","4814,5",0,"Desconto aplicado na NF no valor de R$        626,69  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:07  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 20/03/2025. Executado:21/03/2025 - 14:53:49  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 21/03/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 20/03/2025. Executado:21/03/2025 - 14:54:01  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 21/03/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54289,2,1,1085,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-03 00:00:00.000,2025-02-20 00:00:00.000,2025-04-03 00:00:00.000,09/00000016477-4,"1462,27","4814,5",0,"Desconto aplicado na NF no valor de R$        626,69  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:08  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 03/04/2025. Executado:04/04/2025 - 15:14:40  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 04/04/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 03/04/2025. Executado:04/04/2025 - 15:14:50  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 04/04/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54289,3,1,1085,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-17 00:00:00.000,2025-02-20 00:00:00.000,2025-04-17 00:00:00.000,09/00000016478-2,"1462,26","4814,5",0,"Desconto aplicado na NF no valor de R$        626,69  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:08  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 17/04/2025. Executado:22/04/2025 - 15:07:10  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 22/04/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 17/04/2025. Executado:22/04/2025 - 15:07:22  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 22/04/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54290,1,1,1085,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-05-06 00:00:00.000,2025-02-20 00:00:00.000,2025-05-06 00:00:00.000,09/00000016479-0,"381,21","381,21",0,"Desconto aplicado na NF no valor de R$        277,03  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:09  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 06/05/2025. Executado:07/05/2025 - 15:07:21  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 07/05/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 06/05/2025. Executado:07/05/2025 - 15:07:28  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 07/05/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54291,1,1,4940,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-03-20 00:00:00.000,2025-02-20 00:00:00.000,2025-03-20 00:00:00.000,09/00000016480-4,"602,39","1106,48",0,"Desconto aplicado na NF no valor de R$        226,48  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:09  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 20/03/2025. Executado:21/03/2025 - 14:53:50  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 21/03/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 20/03/2025. Executado:21/03/2025 - 14:54:02  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 21/03/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54291,2,1,4940,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-04-17 00:00:00.000,2025-02-20 00:00:00.000,2025-04-17 00:00:00.000,09/00000016481-2,"504,09","1106,48",0,"Desconto aplicado na NF no valor de R$        226,48  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:10  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 17/04/2025. Executado:22/04/2025 - 15:07:10  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 22/04/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 17/04/2025. Executado:22/04/2025 - 15:07:24  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 22/04/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
54293,1,1,5708,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-03-03 00:00:00.000,2025-02-20 00:00:00.000,2025-03-05 00:00:00.000,09/00000016482-0,"418,47","418,47",0,"Desconto aplicado na NF no valor de R$        228,19  Data da ocorrência/baixa = 21/02/2025. Executado:24/02/2025 - 09:28:11  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 24/02/2025] - [Usuário Leitura: FRANCIS]  Valor despesas: R$           1,15  Data da ocorrência/baixa = 05/03/2025. Executado:06/03/2025 - 09:16:27  Ocorrencia/Motivo: Liquidação Normal  - [Data Leitura: 06/03/2025] - [Usuário Leitura: FRANCIS]  Data da ocorrência/baixa = 05/03/2025. Executado:06/03/2025 - 09:16:39  Ocorrencia/Motivo: Liquidação Normal Baixa de Titulo - [Data Leitura: 06/03/2025] - [Usuário Leitura: FRANCIS]",237,3,237,9,237,3,237,9,BRADESCO
4623,1,2,3018,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,,2025-03-10 00:00:00.000,2025-02-21 00:00:00.000,2025-03-10 00:00:00.000,,81,81,0,,237,3,0,0,237,3,0,0,
140478,1,2,92,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,0,2025-05-21 00:00:00.000,2025-02-20 00:00:00.000,2025-05-21 00:00:00.000,,"4815,82","4815,82",0,*recebido nfe - financeiro 21/02/2025,237,3,2,0,237,3,2,0,
58694,1,2,245,2025-02-20 00:00:00.000,1753-01-01 00:00:00.000,0,2025-06-20 00:00:00.000,2025-02-20 00:00:00.000,2025-06-20 00:00:00.000,,"1048,8","1048,8",0,*recebido nfe - financeiro 21/02/2025,237,3,2,0,237,3,2,0,
58676,1,2,245,2025-02-19 00:00:00.000,1753-01-01 00:00:00.000,0,2025-06-19 00:00:00.000,2025-02-19 00:00:00.000,2025-06-20 00:00:00.000,,"736,76","736,76",0,*recebido nfe - financeiro 21/02/2025,237,3,2,0,237,3,2,0,
140455,1,2,92,2025-02-19 00:00:00.000,1753-01-01 00:00:00.000,0,2025-05-20 00:00:00.000,2025-02-20 00:00:00.000,2025-05-20 00:00:00.000,,"6227,19","6227,19",0,*recebido nfe - financeiro 21/02/2025,237,3,2,0,237,3,2,0,
